We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.
All submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus name	Location	Collection date	Originating lab	Submitting lab	Authors
EPI_ISL_420798	hCoV-19/USA/TX_2967/2020	North America / USA / Texas	2020-03-01	Texas DSHS Lab Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Ying Tao, Jing Zhang, Anne Uehara, Clinton R. Paden, Haibin Wang, Rachel Marine, Mary S. Keckler, Alison S. Laufer Halpin, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Suxiang Tong
EPI_ISL_417185	hCoV-19/Hong Kong/HKPU28_3001/2020	Asia / Hong Kong	2020-02-09	Department of Pathology, United Christian Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU
EPI_ISL_421201	hCoV-19/Belgium/ULG-10027/2020	Europe / Belgium / Liège	2020-03-31	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin, Maria Artesi, Sébastien Bontems, Raphaël Boreux, Cécile Meex, Pierrette Melin, Marie-Pierre Hayette, Vincent Bours.
EPI_ISL_422532	hCoV-19/USA/NY-PV09170/2020	North America / USA / New York / Brooklyn	2020-03-19	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_417186	hCoV-19/South Africa/R03006/2020	Africa / South Africa / KZN	2020-03-07	National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Allam M, Kwenda S, van Heusden P, Khumalo Z, Mohale T, Subramoney K, von Gottberg, A, Ismail A, Bhiman JN
EPI_ISL_421202	hCoV-19/Belgium/ULG-10028/2020	Europe / Belgium / Liège	2020-03-30	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin, Maria Artesi, Sébastien Bontems, Raphaël Boreux, Cécile Meex, Pierrette Melin, Marie-Pierre Hayette, Vincent Bours.
EPI_ISL_422533	hCoV-19/USA/NY-PV09171/2020	North America / USA / New York / Manhattan	2020-03-19	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_422530	hCoV-19/USA/NY-PV09168/2020	North America / USA / New York / Manhattan	2020-03-22	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_421200	hCoV-19/Belgium/ULG-10026/2020	Europe / Belgium / Liège	2020-03-31	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin, Maria Artesi, Sébastien Bontems, Raphaël Boreux, Cécile Meex, Pierrette Melin, Marie-Pierre Hayette, Vincent Bours.
EPI_ISL_422531	hCoV-19/USA/NY-PV09169/2020	North America / USA / New York / Manhattan	2020-03-19	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_417189	hCoV-19/USA/MN4-MDH4/2020	North America / USA / Minnesota	2020-03-09	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb, Jake Garfin and Xiong Wang
EPI_ISL_417187	hCoV-19/Hong Kong/HKPU29_0102/2020	Asia / Hong Kong	2020-02-08	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU
EPI_ISL_417188	hCoV-19/Hong Kong/HKPU30_2901/2020	Asia / Hong Kong	2020-02-08	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU
EPI_ISL_410546	hCoV-19/Italy/INMI1-cs/2020	Europe / Italy / Rome	2020-01-31	INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Maria R. Capobianchi, Cesare E. M. Gruber, Martina Rueca, Fabrizio Carletti, Barbara Bartolini, Francesco Messina, Emanuela Giombini, Francesca Colavita, Concetta Castilletti, Eleonora Lalle, Emanuele Nicastri, Giuseppe Ippolito.
EPI_ISL_410545	hCoV-19/Italy/INMI1-isl/2020	Europe / Italy / Rome	2020-01-29	INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Maria R. Capobianchi, Cesare E. M. Gruber, Martina Rueca, Barbara Bartolini, Francesco Messina, Emanuela Giombini, Francesca Colavita, Concetta Castilletti, Eleonora Lalle, Fabrizio Carletti, Emanuele Nicastri, Giuseppe Ippolito.
EPI_ISL_422529	hCoV-19/USA/NY-PV09165/2020	North America / USA / New York / Brooklyn	2020-03-22	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_422527	hCoV-19/USA/NY-PV09163/2020	North America / USA / New York / Brooklyn	2020-03-21	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_422528	hCoV-19/USA/NY-PV09164/2020	North America / USA / New York / Brooklyn	2020-03-21	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_417181	hCoV-19/Hong Kong/HKPU19_0402/2020	Asia / Hong Kong	2020-02-05	Department of Pathology, United Christian Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU
EPI_ISL_422525	hCoV-19/USA/NY-PV09158/2020	North America / USA / New York / Brooklyn	2020-03-22	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_422523	hCoV-19/USA/NY-PV09156/2020	North America / USA / New York / Bronx	2020-03-21	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_422524	hCoV-19/USA/NY-PV09157/2020	North America / USA / New York / Manhattan	2020-03-22	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_422521	hCoV-19/USA/NY-PV09153/2020	North America / USA / New York / Brooklyn	2020-03-22	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_417175	hCoV-19/USA/WA-S122/2020	North America / USA / Washington / Grant County	2020-03-02	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_422522	hCoV-19/USA/NY-PV09154/2020	North America / USA / New York / Manhattan	2020-03-22	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_417172	hCoV-19/USA/WA-S119/2020	North America / USA / Washington / King County	2020-02-29	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_422520	hCoV-19/USA/NY-PV09152/2020	North America / USA / New York / Brooklyn	2020-03-21	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_417178	hCoV-19/Hong Kong/HKPU6_2101/2020	Asia / Hong Kong	2020-01-25	Department of Pathology, Princess Margaret Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU
EPI_ISL_417176	hCoV-19/Hong Kong/HKPU1_2101/2020	Asia / Hong Kong	2020-01-21	Department of Pathology, Princess Margaret Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG, Timothy Ting-Leung NG, Alan Ka-Lun WU, Miranda Chong-Yee YAU, Hiu-Yin LAO, Ming-Pan CHOI, Kingsley King-Gee TAM, Lam-Kwong LEE, Barry Kin-Chung WONG, Alex Yat-Man HO, Kam-Tong Yip, Kwok-Cheung LUNG, Raymond Wai-To LIU, Eugene Yuk-Keung TSO, Wai-Shing LEUNG, Man-Chun CHAN, Yuk-Yung NG, Kit-Man SIN, Kitty Sau-Chun FUNG, Sandy Ka-Yee CHAU, Wing-Kin TO, Tak-Lun Que, David Ho-Keung SHUM, Shea Ping YIP, Wing Cheong YAM, Gilman Kit-Hang SIU
EPI_ISL_410537	hCoV-19/Singapore/6/2020	Asia / Singapore	2020-02-09	Singapore General Hospital, Molecular Laboratory, Division of Pathology	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson, Martin Linster, Yan Zhuang, Jayanthi Jayakumar, Kian Sing Chan, Lynette LE Oon, Shirin Kalimuddin, Jenny GH Low, Yvonne CF Su, Gavin JD Smith
EPI_ISL_410536	hCoV-19/Singapore/5/2020	Asia / Singapore	2020-02-06	Singapore General Hospital, Molecular Laboratory, Division of Pathology	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson, Martin Linster, Yan Zhuang, Jayanthi Jayakumar, Kian Sing Chan, Lynette LE Oon, Shirin Kalimuddin, Jenny GH Low, Yvonne CF Su, Gavin JD Smith
EPI_ISL_410535	hCoV-19/Singapore/4/2020	Asia / Singapore	2020-02-03	National Centre for Infectious Diseases	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson, Martin Linster, Yan Zhuang, Jayanthi Jayakumar, David CB Lye, Yee Sin Leo, Barnaby E Young, Yvonne CF Su, Gavin JD Smith
EPI_ISL_422519	hCoV-19/USA/NY-PV09151/2020	North America / USA / New York / Brooklyn	2020-03-22	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_422516	hCoV-19/USA/NY-PV09145/2020	North America / USA / New York / Queens	2020-03-20	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_422517	hCoV-19/USA/NY-PV09147/2020	North America / USA / New York / Manhattan	2020-03-20	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_417170	hCoV-19/USA/WA-S117/2020	North America / USA / Washington	2020-03-02	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_422514	hCoV-19/USA/NY-PV09143/2020	North America / USA / New York / Manhattan	2020-03-20	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
EPI_ISL_417171	hCoV-19/USA/WA-S118/2020	North America / USA / Washington / King County	2020-03-01	Washington State Department of Health	Seattle Flu Study	Chu etl al
EPI_ISL_422515	hCoV-19/USA/NY-PV09144/2020	North America / USA / New York / Manhattan	2020-03-20	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana S. Gonzalez-Reiche, Mitchell Sullivan, Ajay Obla, Gopi Patel, Emilia Sordillo, Melissa Gitman, Alberto Paniz-mondolfi, Matthew Hernandez, Shelcie Fabre, Jose Polanco, Zenab Khan, Bremy Albuquerque, Jayeeta Dutta, Juan Soto, Shwetha Sridhar Hara, Ying-Chih Wang, Melissa Smith, Robert Sebra, Lisa Miorin, Wen-chun Liu, Randy Albrecht, Judith Aberg, Florian Krammer, Adolfo Garcia-Sarstre, Viviana Simon, Harm van Bakel
